vi,vj,adjacency
0,2,0.1260794750670442
0,4,0.1016288671460488
0,6,0.0352990804355089
0,7,0.1926820702955109
0,5,0.1516200708786206
0,3,0.18259939948567
0,1,0.0447291290490209
1,3,0.2273285285346907
2,6,0.1613785555025528
2,7,0.3187615453625548
3,5,0.3342194703642903
4,7,0.2943109374415595
