vi,vj,adjacency
0,2,0.0505458376305429
0,3,-5.622415188674308e-17
0,5,0.2045078996927785
0,4,0.0590599030384249
0,1,-1.2190817247202169e-17
2,5,0.2550537373233215
4,5,0.2635678027312035
