vi,vj,adjacency
0,2,0.1016288671460486
0,7,0.1936789460788701
0,6,0.1813717717224741
0,4,-5.081134824735317e-17
0,1,-5.081134824735317e-17
0,3,-1.385092035199245e-16
0,5,0.0941308811613568
2,7,0.2953078132249189
5,6,0.2755026528838311
6,7,0.3750507178013443
