vi,vj,adjacency
0,2,0.0357142857142857
0,1,0.1136363636363636
0,4,0.0499999999999998
0,5,0.0714285714285713
0,6,0.2
0,3,0.0357142857142856
1,5,0.1850649350649351
1,6,0.3136363636363637
2,3,0.0714285714285714
4,6,0.25
