vi,vj,adjacency
0,1,0.1358080437318997
0,4,0.1778093688448838
0,2,0.1708088658031847
0,3,0.1434659246392989
1,4,0.3136174125767835
2,4,0.3486182346480685
2,3,0.3142747904424837
