vi,vj,adjacency
0,7,0.1307429556377092
0,6,0.1502237515663639
0,2,0.1705874602401964
0,5,1.9937135479314294e-17
0,1,0.0873042173794315
0,4,0.0356318434308128
0,3,0.1188572323979173
0,8,0.095085785918334
1,3,0.2061614497773488
2,7,0.3013304158779056
2,6,0.3208112118065603
3,4,0.1544890758287301
7,8,0.2258287415560432
