vi,vj,adjacency
0,5,0.1785714285714285
0,1,0.034090909090909
0,2,0.0595238095238095
0,3,0.125
0,4,0.1428571428571428
1,5,0.2126623376623377
2,3,0.1845238095238096
4,5,0.3214285714285714
