vi,vj,adjacency
0,1,0.125
0,6,5.771858427905187e-17
0,8,0.0833333333333335
0,7,-2.982126854417684e-17
0,5,0.1904761904761905
0,4,0.0952380952380953
0,2,0.1190476190476191
0,3,5.771858427905187e-17
1,5,0.3154761904761905
1,2,0.244047619047619
2,8,0.2023809523809525
4,5,0.2857142857142858
