vi,vj,adjacency
0,7,0.0952380952380952
0,4,-1.9371658556832956e-17
0,5,-1.9371658556832956e-17
0,3,0.075
0,2,0.034090909090909
0,1,-1.9371658556832956e-17
0,6,0.1249999999999999
2,3,0.1090909090909091
3,6,0.1999999999999999
6,7,0.2202380952380951
