vi,vj,adjacency
0,6,0.0595238095238095
0,1,2.3792510638870697e-17
0,2,2.3792510638870697e-17
0,4,0.1428571428571429
0,3,0.1428571428571428
0,5,0.125
3,4,0.2857142857142857
5,6,0.1845238095238094
