vi,vj,adjacency
0,7,0.1701375043447907
0,3,-1.1097027571358371e-16
0,1,0.1371987690429897
0,5,0.0838681509665864
0,4,-1.1097027571358371e-16
0,8,0.1682161149704183
0,2,-1.1097027571358371e-16
0,6,0.2499999999999999
1,6,0.3871987690429898
5,8,0.252084265937005
6,7,0.4201375043447909
7,8,0.3383536193152093
