vi,vj,adjacency
0,3,5.602752505282454e-17
0,2,0.2045454545454544
0,6,0.0340909090909091
0,5,0.0875
0,4,5.602752505282454e-17
0,1,0.0595238095238095
1,2,0.2640692640692639
2,5,0.2920454545454544
5,6,0.1215909090909091
