vi,vj,adjacency
0,2,0.1140570652568715
0,3,0.0953906088255839
0,1,0.0904717231449303
0,5,-3.202393805338317e-17
0,4,0.0996738222436724
0,6,0.0355343218433249
1,4,0.1901455453886028
2,3,0.2094476740824555
3,6,0.1309249306689089
