vi,vj,adjacency
0,1,0.1141162700352408
0,2,0.1434258416090719
0,5,0.1621749801380626
0,3,0.2272919154251872
0,4,6.645395632952269e-17
1,5,0.2762912501733033
2,3,0.3707177570342591
3,5,0.3894668955632497
