vi,vj,adjacency
0,4,0.2408525878693883
0,1,0.1378702704366491
0,7,0.2890231054432661
0,2,0.1813717717224742
0,5,0.2499999999999999
0,3,0.1378702704366491
0,6,-9.663961884488225e-17
1,5,0.3878702704366492
2,4,0.4222243595918626
2,5,0.4313717717224742
3,7,0.4268933758799154
4,7,0.5298756933126545
