vi,vj,adjacency
0,1,0.1136363636363636
0,4,0.0625
0,2,0.1363636363636364
0,3,5.263191747386548e-17
0,5,0.2380952380952381
0,6,0.0952380952380953
1,4,0.1761363636363636
2,5,0.3744588744588745
5,6,0.3333333333333333
