vi,vj,adjacency
0,1,0.0357142857142856
0,2,-8.941845290364197e-17
0,4,0.0952380952380951
0,7,0.0952380952380951
0,3,0.0952380952380951
0,6,0.0357142857142856
0,5,0.0999999999999999
1,6,0.0714285714285714
3,4,0.1904761904761905
5,7,0.1952380952380952
