vi,vj,adjacency
0,2,0.171013936557529
0,3,0.1815587540602762
0,4,0.1009445530109635
0,1,0.0900659506958982
0,6,0.0354734366443459
0,7,0.2396972972532265
0,5,0.1009445530109635
1,3,0.2716247047561745
2,6,0.206487373201875
2,7,0.4107112338107556
3,5,0.2825033070712398
4,7,0.3406418502641901
