vi,vj,adjacency
0,7,0.1426453202183929
0,1,0.1705777841474756
0,4,0.1907584811382336
0,3,2.03093085955883e-17
0,5,0.1783066502729912
0,2,2.03093085955883e-17
0,6,0.0476896202845584
1,4,0.3613362652857093
1,5,0.3488844344204668
4,6,0.2384481014227921
5,7,0.3209519704913841
