vi,vj,adjacency
0,2,0.1707855410844803
0,1,0.0913701905129978
0,5,0.25
0,3,0.0904101989451309
0,4,0.0876395534130076
1,4,0.1790097439260054
2,5,0.4207855410844803
2,4,0.2584250944974879
3,5,0.3404101989451309
